scopus_id,eids,authors,co_author_scopus_id
7003810636,2-s2.0-85048365717,Aurlien H.,16303262600
7003810636,2-s2.0-85048365717,Brogger J.C.,6603563851
7003810636,2-s2.0-85048365717,Hirsch L.J.,35434156600
7003810636,2-s2.0-85048365717,Schomer D.L.,7004929708
7003810636,2-s2.0-85048365717,Trinka E.,54917691600
